FT   variation       1367
FT                   /colour=2
FT                   /gene=pyrC
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       971
FT                   /colour=8
FT                   /gene=tetO
FT                   /taxa="FAM1450_1K FAM22076_1K"
FT   variation       3077
FT                   /colour=8
FT                   /gene=malL
FT                   /taxa="FAM1213_1K FAM1450_1K"
FT   variation       475
FT                   /colour=4
FT                   /gene=group_619
FT                   /taxa="FAM23285_1K"
FT   variation       10
FT                   /colour=4
FT                   /gene=group_196
FT                   /taxa="FAM1213_1K"
FT   variation       2206
FT                   /colour=8
FT                   /gene=dppE_2
FT                   /taxa="FAM1450_1K FAM22076_1K"
FT   variation       3279
FT                   /colour=3
FT                   /gene=group_2521
FT                   /taxa="FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       3042
FT                   /colour=2
FT                   /gene=rpsI
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       2507
FT                   /colour=2
FT                   /gene=nadD
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       1835
FT                   /colour=3
FT                   /gene=group_2362
FT                   /taxa="FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       722
FT                   /colour=8
FT                   /gene=group_2672
FT                   /taxa="FAM23285_1K FAM8102_1K"
FT   variation       3270
FT                   /colour=3
FT                   /gene=group_2517
FT                   /taxa="FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       1990
FT                   /colour=3
FT                   /gene=group_7
FT                   /taxa="FAM1450_1K FAM19191_1K FAM8102_1K"
FT   variation       36
FT                   /colour=2
FT                   /gene=group_774
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       43
FT                   /colour=15
FT                   /gene=group_1335
FT                   /taxa="FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       2551
FT                   /colour=4
FT                   /gene=group_2270
FT                   /taxa="FAM1450_1K"
FT   variation       3291
FT                   /colour=4
FT                   /gene=group_2514
FT                   /taxa="FAM19191_1K"
FT   variation       2396
FT                   /colour=4
FT                   /gene=group_14
FT                   /taxa="FAM1450_1K"
FT   variation       630
FT                   /colour=10
FT                   /gene=group_222
FT                   /taxa="FAM1213_1K FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       1363
FT                   /colour=4
FT                   /gene=group_1505
FT                   /taxa="FAM1213_1K"
FT   variation       2665
FT                   /colour=8
FT                   /gene=group_2224
FT                   /taxa="FAM1450_1K FAM22076_1K"
FT   variation       1129
FT                   /colour=4
FT                   /gene=group_1725
FT                   /taxa="FAM1213_1K"
FT   variation       261
FT                   /colour=10
FT                   /gene=group_871
FT                   /taxa="FAM1213_1K FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       1078
FT                   /colour=10
FT                   /gene=group_2165
FT                   /taxa="FAM1450_1K FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       3133
FT                   /colour=10
FT                   /gene=group_1839
FT                   /taxa="FAM1213_1K FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       827
FT                   /colour=10
FT                   /gene=group_1360
FT                   /taxa="FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       427
FT                   /colour=15
FT                   /gene=fabD
FT                   /taxa="FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       902
FT                   /colour=15
FT                   /gene=prtP
FT                   /taxa="FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       57
FT                   /colour=4
FT                   /gene=group_1520
FT                   /taxa="FAM1213_1K"
FT   variation       3116
FT                   /colour=10
FT                   /gene=group_1818
FT                   /taxa="FAM1213_1K FAM19191_1K FAM23285_1K FAM8102_1K"
FT   variation       96
FT                   /colour=3
FT                   /gene=group_50
FT                   /taxa="FAM1450_1K FAM19191_1K FAM8102_1K"
FT   variation       179
FT                   /colour=2
FT                   /gene=group_2865
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       1024
FT                   /colour=8
FT                   /gene=group_1336
FT                   /taxa="FAM1450_1K FAM22076_1K"
FT   variation       1872
FT                   /colour=2
FT                   /gene=group_210
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
FT   variation       3029
FT                   /colour=2
FT                   /gene=czcD
FT                   /taxa="FAM1213_1K FAM1450_1K FAM19191_1K FAM22076_1K FAM23285_1K FAM8102_1K"
